,Team,Nationality,Position,Age,Potential,Name
275,Tottenham Hotspur,Brazil,Mediocampista Derecho|Delantero Centro,27,Muy Bueno,Lucas Moura
276,FC Porto,Portugal,Mediocampista Defensivo Central|Mediocampista Central,28,Muy Bueno,Danilo Pereira
277,Real Madrid,Spain,Defensor Lateral Derecho|Defensor Lateral Izquierdo|Defensor Central,30,Muy Bueno,Nacho Fernández
278,Bayer 04 Leverkusen,Germany,Segundo Delantero|Extremo Derecho|Extremo Izquierdo,27,Muy Bueno,Kevin Volland
279,Villarreal CF,Spain,Segundo Delantero,26,Muy Bueno,Paco Alcácer
280,Valencia CF,Netherlands,Arquero,31,Muy Bueno,Jasper Cillessen
281,FC Barcelona,Spain,Defensor Lateral Derecho|Mediocampista Central,28,Muy Bueno,Sergi Roberto
282,Beijing Sinobo Guoan FC,DR Congo,Segundo Delantero,29,Muy Bueno,Cédric Bakambu
283,Genoa,Italy,Arquero,27,Muy Bueno,Mattia Perin
284,Real Sociedad,Brazil,Segundo Delantero,28,Muy Bueno,Willian José
285,TSG 1899 Hoffenheim,Germany,Arquero,30,Muy Bueno,Oliver Baumann
286,PFC CSKA Moscow,Russia,Defensor Extremo Derecho|Mediocampista Derecho|Extremo Derecho,29,Muy Bueno,Mário Fernandes
287,Borussia Dortmund,Denmark,Mediocampista Defensivo Central|Mediocampista Central,28,Muy Bueno,Thomas Delaney
288,FC Porto,Mexico,Defensor Lateral Derecho|Mediocampista Derecho,27,Muy Bueno,Jesús Corona
289,Real Madrid,France,Arquero,27,Muy Bueno,Alphonse Areola
290,Real Sociedad,Spain,Mediocampista Defensivo Central|Mediocampista Central,30,Muy Bueno,Illarramendi
291,Shakhtar Donetsk,Brazil,Mediocampista Izquierdo|Centrocampista Ofensivo Central,32,Muy Bueno,Taison
292,Roma,Serbia,Defensor Lateral Izquierdo,34,Muy Bueno,Aleksandar Kolarov
293,Sevilla FC,Brazil,Mediocampista Defensivo Central|Mediocampista Central,33,Muy Bueno,Fernando
294,Galatasaray SK,Uruguay,Arquero,34,Muy Bueno,Fernando Muslera
295,Chelsea,Brazil,Mediocampista Derecho|Extremo Derecho|Extremo Izquierdo,31,Muy Bueno,Willian
296,Atlético Madrid,Spain,Segundo Delantero,31,Muy Bueno,Diego Costa
297,Villarreal CF,Spain,Arquero,31,Muy Bueno,Sergio Asenjo
298,FC Bayern München,Spain,Defensor Central|Mediocampista Defensivo Central,31,Muy Bueno,Javi Martínez
299,Olympique de Marseille,France,Centrocampista Ofensivo Central|Extremo Izquierdo,33,Muy Bueno,Dimitri Payet
300,FC Porto,Spain,Defensor Central,33,Muy Bueno,Marcano
301,Beijing Sinobo Guoan FC,Brazil,Mediocampista Izquierdo|Mediocampista Central|Centrocampista Ofensivo Central,32,Muy Bueno,Renato Augusto
302,Jiangsu Suning FC,Brazil,Defensor Central,35,Muy Bueno,Miranda
303,AS Saint-Étienne,France,Arquero,33,Muy Bueno,Stéphane Ruffier
304,Galatasaray SK,Colombia,Segundo Delantero,34,Muy Bueno,Falcao
305,Fiorentina,France,Mediocampista Izquierdo|Delantero Centro|Extremo Izquierdo,37,Muy Bueno,Franck Ribéry
306,Atlético Madrid,Mexico,Mediocampista Central,30,Muy Bueno,Héctor Herrera
307,Sevilla FC,Spain,Defensor Lateral Derecho|Mediocampista Derecho,34,Muy Bueno,Jesús Navas
308,RSC Anderlecht,Belgium,Defensor Central,34,Muy Bueno,Vincent Kompany
309,FC Porto,Portugal,Defensor Central,37,Muy Bueno,Pepe
310,Vissel Kobe,Spain,Mediocampista Izquierdo|Mediocampista Central|Centrocampista Ofensivo Central,36,Muy Bueno,Iniesta
311,Free Agents,Ecuador,Segundo Delantero,31,Muy Bueno,Segundo Mandíquez
312,Free Agents,Uruguay,Segundo Delantero|Delantero Centro,28,Muy Bueno,Luis Roberto Dálves
313,Free Agents,Uruguay,Mediocampista Izquierdo|Centrocampista Ofensivo Central|Extremo Izquierdo,32,Muy Bueno,Saúl Marcelo Ardero
314,Free Agents,Uruguay,Defensor Central|Mediocampista Defensivo Central,36,Muy Bueno,Jaime Nicolás Frendado
315,Real Betis,Spain,Segundo Delantero,26,Muy Bueno,Loren
316,Real Madrid,Brazil,Defensor Lateral Derecho|Defensor Central,22,Muy Bueno,Éder Militão
317,Valencia CF,Uruguay,Segundo Delantero,23,Muy Bueno,Maximiliano Gómez
318,West Ham United,Czech Republic,Mediocampista Defensivo Central|Mediocampista Central,25,Muy Bueno,Tomáš Soucek
319,Ajax,Brazil,Centrocampista Ofensivo Central|Extremo Derecho,23,Muy Bueno,David Neres
320,Lazio,Italy,Mediocampista Derecho,26,Muy Bueno,Manuel Lazzari
321,Olympique Lyonnais,France,Mediocampista Izquierdo|Mediocampista Central,22,Muy Bueno,Houssem Aouar
322,Everton,Brazil,Segundo Delantero|Mediocampista Derecho|Mediocampista Izquierdo,23,Muy Bueno,Richarlison
323,Santos,Brazil,Segundo Delantero,20,Muy Bueno,Luimo Boas Santos
324,Palmeiras,Brazil,Defensor Central,32,Muy Bueno,Tony Abranjes
325,Fluminense,Brazil,Mediocampista Izquierdo|Centrocampista Ofensivo Central|Extremo Izquierdo,20,Muy Bueno,Laure Santeiro
326,Leicester City,England,Defensor Lateral Izquierdo,23,Muy Bueno,Ben Chilwell
327,Bayer 04 Leverkusen,Jamaica,Mediocampista Derecho|Mediocampista Izquierdo,22,Muy Bueno,Leon Bailey
328,Atlético Madrid,Spain,Defensor Central,25,Muy Bueno,Mario Hermoso
329,Real Madrid,France,Defensor Lateral Izquierdo,25,Muy Bueno,Ferland Mendy
330,FC Porto,Mali,Segundo Delantero|Mediocampista Derecho,29,Muy Bueno,Moussa Marega
331,Atlético Madrid,Spain,Mediocampista Defensivo Central|Mediocampista Central,25,Muy Bueno,Marcos Llorente
332,Real Betis,Spain,Segundo Delantero,27,Muy Bueno,Borja Iglesias
333,Arsenal,Uruguay,Mediocampista Defensivo Central|Mediocampista Central,24,Muy Bueno,Lucas Torreira
334,VfL Wolfsburg,Netherlands,Segundo Delantero,27,Muy Bueno,Wout Weghorst
335,Arsenal,Spain,Mediocampista Central|Centrocampista Ofensivo Central,23,Muy Bueno,Dani Ceballos
336,RB Leipzig,Germany,Defensor Extremo Derecho|Defensor Lateral Derecho|Defensor Lateral Izquierdo|Extremo Derecho,24,Muy Bueno,Lukas Klostermann
337,Manchester United,Sweden,Defensor Central,26,Muy Bueno,Victor Lindelöf
338,Levante UD,Spain,Segundo Delantero|Mediocampista Derecho|Mediocampista Izquierdo,33,Muy Bueno,Morales
339,Leicester City,Belgium,Mediocampista Central,23,Muy Bueno,Youri Tielemans
340,River Plate,Argentina,Mediocampista Central|Centrocampista Ofensivo Central,30,Muy Bueno,Ignacio Fernández
341,Lazio,Argentina,Segundo Delantero|Centrocampista Ofensivo Central|Delantero Centro,25,Muy Bueno,Joaquín Correa
342,Montpellier Hérault SC,Argentina,Arquero,28,Muy Bueno,Gerónimo Rulli
343,Bayer 04 Leverkusen,Germany,Defensor Central,24,Muy Bueno,Jonathan Tah
344,Lokomotiv Moscow,Portugal,Mediocampista Izquierdo|Mediocampista Central|Centrocampista Ofensivo Central,27,Muy Bueno,João Mário
345,Juventus,Italy,Mediocampista Derecho|Centrocampista Ofensivo Central,26,Muy Bueno,Federico Bernardeschi
346,SL Benfica,Greece,Arquero,26,Muy Bueno,Odisseas Vlachodimos
347,Bayer 04 Leverkusen,Germany,Mediocampista Central,27,Muy Bueno,Kerem Demirbay
348,Valencia CF,Spain,Defensor Lateral Izquierdo,25,Muy Bueno,Gayà
349,Juventus,Italy,Defensor Central,26,Muy Bueno,Daniele Rugani
350,RB Leipzig,Germany,Defensor Lateral Izquierdo|Defensor Extremo Izquierdo|Extremo Izquierdo,28,Muy Bueno,Marcel Halstenberg
351,Napoli,Poland,Mediocampista Izquierdo|Mediocampista Central,26,Muy Bueno,Piotr Zielinski
352,RB Leipzig,Sweden,Mediocampista Izquierdo|Centrocampista Ofensivo Central,28,Muy Bueno,Emil Forsberg
353,Boca Juniors,Argentina,Arquero,29,Muy Bueno,Esteban Andrada
354,Cagliari,Italy,Arquero,26,Muy Bueno,Alessio Cragno
355,Paris Saint-Germain,Spain,Defensor Lateral Izquierdo|Mediocampista Izquierdo,27,Muy Bueno,Juan Bernat
356,Everton,England,Arquero,26,Muy Bueno,Jordan Pickford
357,Athletic Club,Spain,Defensor Central,29,Muy Bueno,Iñigo Martínez
358,Guangzhou R&F FC,Israel,Segundo Delantero|Extremo Izquierdo,33,Muy Bueno,Eran Zahavi
359,Chelsea,France,Defensor Central,25,Muy Bueno,Kurt Zouma
360,Sevilla FC,Czech Republic,Arquero,31,Muy Bueno,Tomáš Vaclík
361,Manchester City,England,Defensor Central,26,Muy Bueno,John Stones
362,Valencia CF,Italy,Defensor Lateral Derecho,29,Muy Bueno,Alessandro Florenzi
363,Sevilla FC,Spain,Centrocampista Ofensivo Central|Extremo Derecho,26,Muy Bueno,Suso
364,VfL Wolfsburg,France,Defensor Lateral Izquierdo|Mediocampista Izquierdo,27,Muy Bueno,Jérôme Roussillon
365,Watford,Spain,Mediocampista Izquierdo|Delantero Centro,26,Muy Bueno,Deulofeu
366,Paris Saint-Germain,Belgium,Defensor Lateral Derecho|Mediocampista Derecho,28,Muy Bueno,Thomas Meunier
367,Eintracht Frankfurt,Austria,Defensor Central,27,Muy Bueno,Martin Hinteregger
368,Valencia CF,Central African Rep.,Mediocampista Central,27,Muy Bueno,Geoffrey Kondogbia
369,RC Celta,Brazil,Mediocampista Derecho|Mediocampista Central|Centrocampista Ofensivo Central,27,Muy Bueno,Rafinha
370,FC Porto,Argentina,Arquero,32,Muy Bueno,Agustín Marchesín
371,AS Monaco Football Club SA,France,Arquero,29,Muy Bueno,Benjamin Lecomte
372,Feyenoord,Netherlands,Extremo Derecho,28,Muy Bueno,Steven Berghuis
373,R. Valladolid CF,Spain,Arquero,31,Muy Bueno,Jordi Masip
374,Sporting CP,Uruguay,Defensor Central,29,Muy Bueno,Sebastián Coates
375,RB Leipzig,Slovenia,Mediocampista Defensivo Central|Mediocampista Central|Centrocampista Ofensivo Central,29,Muy Bueno,Kevin Kampl
376,Liverpool,Switzerland,Mediocampista Derecho|Extremo Derecho,28,Muy Bueno,Xherdan Shaqiri
377,Roma,Ermenia,Mediocampista Derecho|Centrocampista Ofensivo Central|Extremo Derecho,31,Muy Bueno,Henrikh Mkhitaryan
378,Chelsea,Spain,Defensor Lateral Izquierdo|Defensor Extremo Izquierdo|Extremo Izquierdo,29,Muy Bueno,Marcos Alonso
379,Paris Saint-Germain,Spain,Mediocampista Defensivo Central|Mediocampista Central,30,Muy Bueno,Ander Herrera
380,Boca Juniors,Argentina,Mediocampista Derecho|Extremo Derecho,30,Muy Bueno,Eduardo Salvio
381,Shanghai Greenland Shenhua FC,Italy,Mediocampista Izquierdo|Extremo Izquierdo,27,Muy Bueno,Stephan El Shaarawy
382,Besiktas JK,Serbia,Centrocampista Ofensivo Central|Extremo Izquierdo,28,Muy Bueno,Adem Ljajic
383,Roma,England,Defensor Central,30,Muy Bueno,Chris Smalling
384,Sevilla FC,Netherlands,Segundo Delantero,29,Muy Bueno,Luuk de Jong
385,Milan,Italy,Mediocampista Central,30,Muy Bueno,Giacomo Bonaventura
386,Torino,Cameroon,Defensor Central,30,Muy Bueno,Nicolas Nkoulou
387,Shakhtar Donetsk,Ukraine,Mediocampista Derecho|Centrocampista Ofensivo Central,32,Muy Bueno,Marlos
388,Brescia,Italy,Segundo Delantero,29,Muy Bueno,Mario Balotelli
389,Atlético Madrid,England,Defensor Lateral Derecho,29,Muy Bueno,Kieran Trippier
390,Fenerbahçe SK,Brazil,Defensor Central|Mediocampista Defensivo Central,33,Muy Bueno,Luiz Gustavo
391,Al Nassr,Brazil,Centrocampista Ofensivo Central,30,Muy Bueno,Giuliano
392,Inter,Chile,Mediocampista Izquierdo|Extremo Izquierdo,31,Muy Bueno,Alexis Sánchez
393,Al Hilal,Italy,Segundo Delantero|Centrocampista Ofensivo Central|Delantero Centro,33,Muy Bueno,Sebastian Giovinco
394,FC Bayern München,Germany,Defensor Central,31,Muy Bueno,Jérôme Boateng
395,Athletic Club,Spain,Defensor Lateral Izquierdo,30,Muy Bueno,Yuri Berchiche
396,Arsenal,Brazil,Defensor Central,33,Muy Bueno,David Luiz
397,Milan,Denmark,Defensor Central,31,Muy Bueno,Simon Kjær
398,Atlético Madrid,Spain,Arquero,33,Muy Bueno,Adán
399,Bayer 04 Leverkusen,Germany,Defensor Central|Mediocampista Defensivo Central,31,Muy Bueno,Sven Bender
400,Bayer 04 Leverkusen,Germany,Defensor Lateral Derecho|Mediocampista Defensivo Central|Mediocampista Central,31,Muy Bueno,Lars Bender
401,Club Brugge KV,Belgium,Arquero,32,Muy Bueno,Simon Mignolet
402,Arsenal,Greece,Defensor Central,32,Muy Bueno,Sokratis
403,FC Girondins de Bordeaux,France,Defensor Central,34,Muy Bueno,Laurent Koscielny
404,West Ham United,Poland,Arquero,35,Muy Bueno,Lukasz Fabianski
405,Sassuolo,Italy,Arquero,33,Muy Bueno,Andrea Consigli
406,Sampdoria,Italy,Segundo Delantero,37,Muy Bueno,Fabio Quagliarella
407,Al Hilal,France,Segundo Delantero,34,Muy Bueno,Bafétimbi Gomis
408,Tigres U.A.N.L.,France,Segundo Delantero|Delantero Centro,34,Muy Bueno,André-Pierre Gignac
409,Liverpool,England,Defensor Lateral Derecho|Defensor Lateral Izquierdo|Mediocampista Central,34,Muy Bueno,James Milner
410,Hertha BSC,Norway,Arquero,35,Muy Bueno,Rune Almenning Jarstein
411,Free Agents,Uruguay,Defensor Lateral Izquierdo|Mediocampista Izquierdo,32,Muy Bueno,Mauro Evidio Nérez
412,Free Agents,Uruguay,Mediocampista Defensivo Central|Mediocampista Central,36,Muy Bueno,Matías David Baldona
413,Free Agents,Uruguay,Arquero,32,Muy Bueno,Jorge Ezequiel Serendero
414,Sevilla FC,Spain,Defensor Lateral Izquierdo|Mediocampista Izquierdo,23,Muy Bueno,Reguilón
415,SL Benfica,Brazil,Segundo Delantero,25,Muy Bueno,Vinícius
416,Dynamo Kyiv,Ukraine,Mediocampista Derecho|Mediocampista Izquierdo,22,Muy Bueno,Viktor Tsygankov
417,RB Leipzig,Spain,Mediocampista Derecho|Mediocampista Izquierdo|Centrocampista Ofensivo Central,22,Muy Bueno,Dani Olmo
418,Atlético Madrid,Portugal,Segundo Delantero|Mediocampista Izquierdo|Delantero Centro,20,Sobresaliente,João Félix
419,Dinamo Zagreb,Croatia,Arquero,25,Muy Bueno,Dominik Livakovic
420,Borussia Dortmund,Norway,Segundo Delantero,20,Sobresaliente,Erling Braut Haaland
421,RCD Espanyol,Spain,Mediocampista Derecho|Mediocampista Central,22,Muy Bueno,Melendo
422,Tottenham Hotspur,France,Mediocampista Defensivo Central|Mediocampista Central,23,Muy Bueno,Tanguy Ndombele
423,Valencia CF,Spain,Mediocampista Derecho|Mediocampista Izquierdo|Mediocampista Central,23,Muy Bueno,Carlos Soler
424,Stade Rennais FC,Brazil,Mediocampista Derecho|Extremo Derecho,23,Muy Bueno,Raphinha
425,RB Leipzig,France,Segundo Delantero|Mediocampista Central|Centrocampista Ofensivo Central,22,Muy Bueno,Christopher Nkunku
426,Leicester City,Turkey,Defensor Central,24,Muy Bueno,Çaglar Söyüncü
427,Cruzeiro,Brazil,Defensor Lateral Izquierdo|Mediocampista Izquierdo,20,Muy Bueno,Welington Dano
428,São Paulo,Brazil,Defensor Lateral Izquierdo|Defensor Extremo Izquierdo|Extremo Izquierdo,28,Muy Bueno,Adryan Zonta
429,Fluminense,Brazil,Mediocampista Defensivo Central|Mediocampista Central,24,Muy Bueno,Everton Andrão
430,Flamengo,Brazil,Arquero,24,Muy Bueno,Héniton Pires
431,RB Leipzig,France,Defensor Central,21,Muy Bueno,Dayot Upamecano
432,SV Werder Bremen,Kosovo,Delantero Centro|Extremo Derecho|Extremo Izquierdo,24,Muy Bueno,Milot Rashica
433,Roma,Italy,Mediocampista Defensivo Central|Mediocampista Central|Centrocampista Ofensivo Central,24,Muy Bueno,Lorenzo Pellegrini
434,Borussia Mönchengladbach,France,Segundo Delantero|Extremo Izquierdo,22,Muy Bueno,Marcus Thuram
435,Athletic Club,Spain,Defensor Central,25,Muy Bueno,Yeray
436,Chelsea,United States,Mediocampista Izquierdo|Extremo Derecho|Extremo Izquierdo,21,Muy Bueno,Christian Pulisic
437,Juventus,Uruguay,Mediocampista Central,23,Muy Bueno,Rodrigo Bentancur
438,SD Eibar,Serbia,Arquero,28,Muy Bueno,Marko Dmitrovic
439,FC Bayern München,France,Defensor Lateral Derecho|Defensor Central,24,Muy Bueno,Benjamin Pavard
440,Paris Saint-Germain,France,Defensor Lateral Izquierdo|Defensor Central,24,Muy Bueno,Abdou Diallo
441,AS Monaco Football Club SA,Russia,Mediocampista Central|Centrocampista Ofensivo Central,24,Muy Bueno,Alexandr Golovin
442,Manchester United,Ivory Coast,Defensor Central,26,Muy Bueno,Eric Bailly
443,RB Leipzig,Austria,Defensor Lateral Derecho|Mediocampista Defensivo Central|Mediocampista Central,23,Muy Bueno,Konrad Laimer
444,Real Sociedad,Spain,Mediocampista Central,24,Muy Bueno,Merino
445,Wolverhampton Wanderers,Portugal,Delantero Centro|Extremo Izquierdo,23,Muy Bueno,Diogo Jota
446,Inter,Italy,Mediocampista Central|Centrocampista Ofensivo Central,23,Muy Bueno,Nicolò Barella
447,Olympique Lyonnais,Cameroon,Segundo Delantero|Mediocampista Izquierdo,27,Muy Bueno,Karl Toko-Ekambi
448,Olympique de Marseille,France,Mediocampista Central|Centrocampista Ofensivo Central,25,Muy Bueno,Valentin Rongier
449,Getafe CF,Spain,Segundo Delantero,31,Muy Bueno,Mata
450,Tottenham Hotspur,England,Mediocampista Defensivo Central|Mediocampista Central,24,Muy Bueno,Harry Winks
451,Napoli,Mexico,Segundo Delantero|Extremo Derecho|Extremo Izquierdo,24,Muy Bueno,Hirving Lozano
452,Olympique Lyonnais,Belgium,Defensor Central,25,Muy Bueno,Jason Denayer
453,Inter,Uruguay,Mediocampista Defensivo Central,28,Muy Bueno,Matias Vecino
454,AS Monaco Football Club SA,France,Mediocampista Defensivo Central|Mediocampista Central,25,Muy Bueno,Tiemoué Bakayoko
455,Sevilla FC,Brazil,Defensor Central,27,Muy Bueno,Diego Carlos
456,Newcastle United,France,Segundo Delantero|Mediocampista Izquierdo|Extremo Izquierdo,23,Muy Bueno,Allan Saint-Maximin
457,Athletic Club,Spain,Mediocampista Defensivo Central|Mediocampista Central,30,Muy Bueno,Dani García
458,Torino,Italy,Defensor Central,28,Muy Bueno,Armando Izzo
459,OGC Nice,Argentina,Arquero,27,Muy Bueno,Walter Benítez
460,Olympique de Marseille,Argentina,Segundo Delantero,30,Muy Bueno,Darío Benedetto
461,River Plate,Argentina,Arquero,33,Muy Bueno,Franco Armani
462,Olympique Lyonnais,Brazil,Mediocampista Defensivo Central|Mediocampista Central,28,Muy Bueno,Thiago Mendes
463,Chelsea,Denmark,Defensor Central,24,Muy Bueno,Andreas Christensen
464,Everton,Portugal,Mediocampista Defensivo Central|Mediocampista Central,26,Muy Bueno,André Gomes
465,Olympique de Marseille,France,Mediocampista Central|Centrocampista Ofensivo Central,25,Muy Bueno,Morgan Sanson
466,River Plate,Colombia,Centrocampista Ofensivo Central,27,Muy Bueno,Juan Fernando Quintero
467,Manchester United,Brazil,Mediocampista Defensivo Central|Mediocampista Central,27,Muy Bueno,Fred
468,AFC Bournemouth,Netherlands,Defensor Central,25,Muy Bueno,Nathan Aké
469,Real Madrid,Spain,Mediocampista Derecho|Extremo Derecho,29,Muy Bueno,Lucas Vázquez
470,TSG 1899 Hoffenheim,Israel,Segundo Delantero,28,Muy Bueno,Munas Dabbur
471,Real Sociedad,Belgium,Mediocampista Derecho|Extremo Derecho,25,Muy Bueno,Adnan Januzaj
472,SL Benfica,Brazil,Mediocampista Defensivo Central|Mediocampista Central,26,Muy Bueno,Gabriel
473,Watford,France,Mediocampista Defensivo Central|Mediocampista Central|Centrocampista Ofensivo Central,27,Muy Bueno,Abdoulaye Doucouré
474,Milan,Turkey,Mediocampista Central|Extremo Izquierdo,26,Muy Bueno,Hakan Çalhanoglu
475,RB Leipzig,Denmark,Segundo Delantero,26,Muy Bueno,Yussuf Poulsen
476,Sevilla FC,Argentina,Mediocampista Izquierdo|Mediocampista Central|Centrocampista Ofensivo Central,31,Muy Bueno,Franco Vázquez
477,Aston Villa,England,Mediocampista Central|Centrocampista Ofensivo Central|Extremo Izquierdo,24,Muy Bueno,Jack Grealish
478,Borussia Mönchengladbach,France,Segundo Delantero|Extremo Izquierdo,27,Muy Bueno,Alassane Plea
479,Shakhtar Donetsk,Ukraine,Mediocampista Defensivo Central,30,Muy Bueno,Taras Stepanenko
480,Manchester United,England,Defensor Lateral Izquierdo,25,Muy Bueno,Luke Shaw
481,Sevilla FC,Argentina,Extremo Derecho|Extremo Izquierdo,26,Muy Bueno,Lucas Ocampos
482,FC Schalke 04,Serbia,Defensor Central,27,Muy Bueno,Matija Nastasic
483,Manchester City,France,Defensor Lateral Izquierdo,26,Muy Bueno,Benjamin Mendy
484,RB Leipzig,Hungary,Defensor Central,27,Muy Bueno,Willi Orban
485,Toronto FC,Spain,Centrocampista Ofensivo Central|Delantero Centro,28,Muy Bueno,Pozuelo
486,Atlético Madrid,Croatia,Defensor Lateral Derecho,28,Muy Bueno,Šime Vrsaljko
487,Burnley,England,Arquero,28,Muy Bueno,Nick Pope
488,FC Porto,Cape Verde,Segundo Delantero,29,Muy Bueno,Zé Luís
489,Olympique de Marseille,Spain,Defensor Central,30,Muy Bueno,Álvaro
490,Wolverhampton Wanderers,France,Defensor Central,29,Muy Bueno,Willy Boly
491,Burnley,England,Defensor Central,27,Muy Bueno,James Tarkowski
492,Torino,Italy,Segundo Delantero,29,Muy Bueno,Simone Zaza
493,RCD Espanyol,Spain,Mediocampista Izquierdo|Mediocampista Central|Centrocampista Ofensivo Central,26,Muy Bueno,Sergi Darder
494,FC Schalke 04,Senegal,Defensor Central|Mediocampista Defensivo Central,29,Muy Bueno,Salif Sané
495,Wolverhampton Wanderers,Republic of Ireland,Defensor Extremo Derecho|Extremo Derecho,28,Muy Bueno,Matt Doherty
496,Real Betis,Algeria,Defensor Central,28,Muy Bueno,Aïssa Mandi
497,Shakhtar Donetsk,Brazil,Defensor Lateral Izquierdo,30,Muy Bueno,Ismaily
498,1. FC Köln,Germany,Arquero,27,Muy Bueno,Timo Horn
499,Club Brugge KV,Belgium,Mediocampista Central|Centrocampista Ofensivo Central,27,Muy Bueno,Hans Vanaken
500,Levante UD,Spain,Mediocampista Defensivo Central|Mediocampista Central,27,Muy Bueno,Campaña
501,Atlético Madrid,Spain,Segundo Delantero|Mediocampista Derecho|Mediocampista Izquierdo,30,Muy Bueno,Vitolo
502,Arsenal,Switzerland,Mediocampista Defensivo Central|Mediocampista Central,27,Muy Bueno,Granit Xhaka
503,Atalanta,Colombia,Segundo Delantero,29,Muy Bueno,Luis Muriel
504,Brighton & Hove Albion,Australia,Arquero,28,Muy Bueno,Mathew Ryan
505,Liverpool,England,Mediocampista Derecho|Mediocampista Central,26,Muy Bueno,Alex Oxlade-Chamberlain
